district_name,year,visits,district_num,forest_name
Ogden Ranger District,2008,94,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2009,64,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2010,88,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2011,100,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2012,366,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2013,389,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2014,493,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2015,387,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2016,409,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2017,687,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2018,602,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2019,762,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2020,892,41906,Uinta-Wasatch-Cache National Forest
Ogden Ranger District,2021,798,41906,Uinta-Wasatch-Cache National Forest
Palisades Ranger District,2008,12,41554,Caribou-Targhee National Forest
Palisades Ranger District,2009,2,41554,Caribou-Targhee National Forest
Palisades Ranger District,2010,23,41554,Caribou-Targhee National Forest
Palisades Ranger District,2011,19,41554,Caribou-Targhee National Forest
Palisades Ranger District,2012,43,41554,Caribou-Targhee National Forest
Palisades Ranger District,2013,60,41554,Caribou-Targhee National Forest
Palisades Ranger District,2014,59,41554,Caribou-Targhee National Forest
Palisades Ranger District,2015,61,41554,Caribou-Targhee National Forest
Palisades Ranger District,2016,95,41554,Caribou-Targhee National Forest
Palisades Ranger District,2017,131,41554,Caribou-Targhee National Forest
Palisades Ranger District,2018,153,41554,Caribou-Targhee National Forest
Palisades Ranger District,2019,162,41554,Caribou-Targhee National Forest
Palisades Ranger District,2020,185,41554,Caribou-Targhee National Forest
Palisades Ranger District,2021,264,41554,Caribou-Targhee National Forest
Pine Valley Ranger District,2008,16,40701,Dixie National Forest
Pine Valley Ranger District,2009,27,40701,Dixie National Forest
Pine Valley Ranger District,2010,27,40701,Dixie National Forest
Pine Valley Ranger District,2011,37,40701,Dixie National Forest
Pine Valley Ranger District,2012,81,40701,Dixie National Forest
Pine Valley Ranger District,2013,102,40701,Dixie National Forest
Pine Valley Ranger District,2014,101,40701,Dixie National Forest
Pine Valley Ranger District,2015,100,40701,Dixie National Forest
Pine Valley Ranger District,2016,100,40701,Dixie National Forest
Pine Valley Ranger District,2017,83,40701,Dixie National Forest
Pine Valley Ranger District,2018,183,40701,Dixie National Forest
Pine Valley Ranger District,2019,106,40701,Dixie National Forest
Pine Valley Ranger District,2020,239,40701,Dixie National Forest
Pine Valley Ranger District,2021,208,40701,Dixie National Forest
Pinedale Ranger District,2008,13,40307,Bridger-Teton National Forest
Pinedale Ranger District,2009,3,40307,Bridger-Teton National Forest
Pinedale Ranger District,2010,2,40307,Bridger-Teton National Forest
Pinedale Ranger District,2011,5,40307,Bridger-Teton National Forest
Pinedale Ranger District,2012,19,40307,Bridger-Teton National Forest
Pinedale Ranger District,2013,76,40307,Bridger-Teton National Forest
Pinedale Ranger District,2014,35,40307,Bridger-Teton National Forest
Pinedale Ranger District,2015,88,40307,Bridger-Teton National Forest
Pinedale Ranger District,2016,57,40307,Bridger-Teton National Forest
Pinedale Ranger District,2017,112,40307,Bridger-Teton National Forest
Pinedale Ranger District,2018,100,40307,Bridger-Teton National Forest
Pinedale Ranger District,2019,166,40307,Bridger-Teton National Forest
Pinedale Ranger District,2020,276,40307,Bridger-Teton National Forest
Pinedale Ranger District,2021,274,40307,Bridger-Teton National Forest
Pleasant Grove Ranger District,2008,88,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2009,133,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2010,180,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2011,293,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2012,519,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2013,513,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2014,285,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2015,348,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2016,394,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2017,423,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2018,538,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2019,587,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2020,1052,41902,Uinta-Wasatch-Cache National Forest
Pleasant Grove Ranger District,2021,1184,41902,Uinta-Wasatch-Cache National Forest
Powell Ranger District,2008,9,40703,Dixie National Forest
Powell Ranger District,2009,25,40703,Dixie National Forest
Powell Ranger District,2010,11,40703,Dixie National Forest
Powell Ranger District,2011,42,40703,Dixie National Forest
Powell Ranger District,2012,41,40703,Dixie National Forest
Powell Ranger District,2013,58,40703,Dixie National Forest
Powell Ranger District,2014,54,40703,Dixie National Forest
Powell Ranger District,2015,98,40703,Dixie National Forest
Powell Ranger District,2016,132,40703,Dixie National Forest
Powell Ranger District,2017,146,40703,Dixie National Forest
Powell Ranger District,2018,122,40703,Dixie National Forest
Powell Ranger District,2019,165,40703,Dixie National Forest
Powell Ranger District,2020,124,40703,Dixie National Forest
Powell Ranger District,2021,198,40703,Dixie National Forest
Price Ranger District,2008,0,41003,Manti-La Sal National Forest
Price Ranger District,2009,3,41003,Manti-La Sal National Forest
Price Ranger District,2010,1,41003,Manti-La Sal National Forest
Price Ranger District,2011,1,41003,Manti-La Sal National Forest
Price Ranger District,2012,6,41003,Manti-La Sal National Forest
Price Ranger District,2013,4,41003,Manti-La Sal National Forest
Price Ranger District,2014,18,41003,Manti-La Sal National Forest
Price Ranger District,2015,21,41003,Manti-La Sal National Forest
Price Ranger District,2016,25,41003,Manti-La Sal National Forest
Price Ranger District,2017,32,41003,Manti-La Sal National Forest
Price Ranger District,2018,17,41003,Manti-La Sal National Forest
Price Ranger District,2019,33,41003,Manti-La Sal National Forest
Price Ranger District,2020,58,41003,Manti-La Sal National Forest
Price Ranger District,2021,20,41003,Manti-La Sal National Forest
Richfield Ranger District,2008,4,40804,Fishlake National Forest
Richfield Ranger District,2009,16,40804,Fishlake National Forest
Richfield Ranger District,2010,11,40804,Fishlake National Forest
Richfield Ranger District,2011,13,40804,Fishlake National Forest
Richfield Ranger District,2012,2,40804,Fishlake National Forest
Richfield Ranger District,2013,42,40804,Fishlake National Forest
Richfield Ranger District,2014,34,40804,Fishlake National Forest
Richfield Ranger District,2015,40,40804,Fishlake National Forest
Richfield Ranger District,2016,14,40804,Fishlake National Forest
Richfield Ranger District,2017,40,40804,Fishlake National Forest
Richfield Ranger District,2018,46,40804,Fishlake National Forest
Richfield Ranger District,2019,37,40804,Fishlake National Forest
Richfield Ranger District,2020,21,40804,Fishlake National Forest
Richfield Ranger District,2021,44,40804,Fishlake National Forest
Roosevelt Ranger District,2008,3,40103,Ashley National Forest
Roosevelt Ranger District,2009,4,40103,Ashley National Forest
Roosevelt Ranger District,2010,6,40103,Ashley National Forest
Roosevelt Ranger District,2011,6,40103,Ashley National Forest
Roosevelt Ranger District,2012,22,40103,Ashley National Forest
Roosevelt Ranger District,2013,14,40103,Ashley National Forest
Roosevelt Ranger District,2014,9,40103,Ashley National Forest
Roosevelt Ranger District,2015,10,40103,Ashley National Forest
Roosevelt Ranger District,2016,30,40103,Ashley National Forest
Roosevelt Ranger District,2017,8,40103,Ashley National Forest
Roosevelt Ranger District,2018,33,40103,Ashley National Forest
Roosevelt Ranger District,2019,10,40103,Ashley National Forest
Roosevelt Ranger District,2020,17,40103,Ashley National Forest
Roosevelt Ranger District,2021,31,40103,Ashley National Forest
Salmon-Cobalt Ranger District,2008,0,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2009,2,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2010,0,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2011,0,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2012,1,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2013,7,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2014,17,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2015,29,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2016,37,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2017,53,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2018,40,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2019,44,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2020,30,41301,Salmon-Challis National Forest
Salmon-Cobalt Ranger District,2021,41,41301,Salmon-Challis National Forest
Salt Lake Ranger District,2008,259,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2009,210,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2010,198,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2011,320,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2012,762,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2013,1067,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2014,1188,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2015,1383,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2016,1593,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2017,2078,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2018,2023,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2019,2111,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2020,2449,41901,Uinta-Wasatch-Cache National Forest
Salt Lake Ranger District,2021,2874,41901,Uinta-Wasatch-Cache National Forest
Sanpete Ranger District,2008,5,41001,Manti-La Sal National Forest
Sanpete Ranger District,2009,1,41001,Manti-La Sal National Forest
Sanpete Ranger District,2010,6,41001,Manti-La Sal National Forest
Sanpete Ranger District,2011,3,41001,Manti-La Sal National Forest
Sanpete Ranger District,2012,13,41001,Manti-La Sal National Forest
Sanpete Ranger District,2013,5,41001,Manti-La Sal National Forest
Sanpete Ranger District,2014,7,41001,Manti-La Sal National Forest
Sanpete Ranger District,2015,12,41001,Manti-La Sal National Forest
Sanpete Ranger District,2016,39,41001,Manti-La Sal National Forest
Sanpete Ranger District,2017,31,41001,Manti-La Sal National Forest
Sanpete Ranger District,2018,32,41001,Manti-La Sal National Forest
Sanpete Ranger District,2019,58,41001,Manti-La Sal National Forest
Sanpete Ranger District,2020,72,41001,Manti-La Sal National Forest
Sanpete Ranger District,2021,193,41001,Manti-La Sal National Forest
Santa Rosa Ranger District,2008,40,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2009,0,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2010,58,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2011,22,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2012,78,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2013,36,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2014,34,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2015,21,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2016,24,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2017,18,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2018,44,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2019,63,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2020,31,41710,Humboldt-Toiyabe National Forest
Santa Rosa Ranger District,2021,5,41710,Humboldt-Toiyabe National Forest
Sawtooth National Recreation Area,2008,57,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2009,47,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2010,54,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2011,71,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2012,104,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2013,98,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2014,169,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2015,346,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2016,199,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2017,259,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2018,372,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2019,536,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2020,676,41404,Sawtooth National Forest
Sawtooth National Recreation Area,2021,749,41404,Sawtooth National Forest
Soda Springs Ranger District,2008,1,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2009,0,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2010,3,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2011,7,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2012,8,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2013,1,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2014,9,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2015,4,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2016,4,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2017,18,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2018,7,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2019,17,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2020,27,41555,Caribou-Targhee National Forest
Soda Springs Ranger District,2021,13,41555,Caribou-Targhee National Forest
Spanish Fork Ranger District,2008,29,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2009,60,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2010,64,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2011,103,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2012,139,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2013,123,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2014,138,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2015,146,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2016,189,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2017,241,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2018,286,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2019,328,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2020,568,41908,Uinta-Wasatch-Cache National Forest
Spanish Fork Ranger District,2021,347,41908,Uinta-Wasatch-Cache National Forest
Spring Mountains National Recreation Area,2008,271,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2009,246,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2010,236,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2011,280,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2012,272,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2013,132,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2014,193,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2015,389,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2016,362,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2017,302,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2018,594,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2019,520,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2020,508,41705,Humboldt-Toiyabe National Forest
Spring Mountains National Recreation Area,2021,602,41705,Humboldt-Toiyabe National Forest
Teton Basin Ranger District,2008,26,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2009,23,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2010,20,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2011,18,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2012,28,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2013,30,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2014,69,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2015,129,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2016,77,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2017,105,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2018,132,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2019,154,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2020,215,41556,Caribou-Targhee National Forest
Teton Basin Ranger District,2021,169,41556,Caribou-Targhee National Forest
Vernal Ranger District,2008,11,40102,Ashley National Forest
Vernal Ranger District,2009,6,40102,Ashley National Forest
Vernal Ranger District,2010,11,40102,Ashley National Forest
Vernal Ranger District,2011,4,40102,Ashley National Forest
Vernal Ranger District,2012,30,40102,Ashley National Forest
Vernal Ranger District,2013,25,40102,Ashley National Forest
Vernal Ranger District,2014,110,40102,Ashley National Forest
Vernal Ranger District,2015,54,40102,Ashley National Forest
Vernal Ranger District,2016,33,40102,Ashley National Forest
Vernal Ranger District,2017,102,40102,Ashley National Forest
Vernal Ranger District,2018,69,40102,Ashley National Forest
Vernal Ranger District,2019,53,40102,Ashley National Forest
Vernal Ranger District,2020,101,40102,Ashley National Forest
Vernal Ranger District,2021,146,40102,Ashley National Forest
Weiser Ranger District,2008,2,41202,Payette National Forest
Weiser Ranger District,2009,0,41202,Payette National Forest
Weiser Ranger District,2010,2,41202,Payette National Forest
Weiser Ranger District,2011,2,41202,Payette National Forest
Weiser Ranger District,2012,0,41202,Payette National Forest
Weiser Ranger District,2013,7,41202,Payette National Forest
Weiser Ranger District,2014,11,41202,Payette National Forest
Weiser Ranger District,2015,1,41202,Payette National Forest
Weiser Ranger District,2016,2,41202,Payette National Forest
Weiser Ranger District,2017,6,41202,Payette National Forest
Weiser Ranger District,2018,12,41202,Payette National Forest
Weiser Ranger District,2019,15,41202,Payette National Forest
Weiser Ranger District,2020,12,41202,Payette National Forest
Weiser Ranger District,2021,22,41202,Payette National Forest
Westside Ranger District,2008,13,41557,Caribou-Targhee National Forest
Westside Ranger District,2009,13,41557,Caribou-Targhee National Forest
Westside Ranger District,2010,9,41557,Caribou-Targhee National Forest
Westside Ranger District,2011,48,41557,Caribou-Targhee National Forest
Westside Ranger District,2012,28,41557,Caribou-Targhee National Forest
Westside Ranger District,2013,50,41557,Caribou-Targhee National Forest
Westside Ranger District,2014,64,41557,Caribou-Targhee National Forest
Westside Ranger District,2015,83,41557,Caribou-Targhee National Forest
Westside Ranger District,2016,115,41557,Caribou-Targhee National Forest
Westside Ranger District,2017,175,41557,Caribou-Targhee National Forest
Westside Ranger District,2018,191,41557,Caribou-Targhee National Forest
Westside Ranger District,2019,246,41557,Caribou-Targhee National Forest
Westside Ranger District,2020,220,41557,Caribou-Targhee National Forest
Westside Ranger District,2021,344,41557,Caribou-Targhee National Forest
